Port_IDs,ROI,PnL,Sharpe_Ratio,MDD,Win_Rate,Win_Positions,Total_Positions
3975304792994095360,0.383252249554081,2536.0810463,-1.9421350175800214,-0.04849547326841863,42.65791632485644,1040.0,2438.0
3975392755164484097,0.15523253086370412,2330.27031414,-1.2646340069605395,-inf,27.99343903772553,512.0,1829.0
3976088733682659585,0.39612502374990327,5901.15009982,-0.850663551323253,-0.7841803174853437,43.56787491115849,1226.0,2814.0
3977078013600312321,0.18533789471325765,4622.351437599999,-0.7143659675724365,-3.8531661910034734,32.64248704663213,1638.0,5018.0
3977116548751698176,0.02723076312711209,603.98050076,-1.2920236904593094,-1.7803974283643587,28.078817733990146,456.0,1624.0
3977234346014419201,4.102463607193359,2427.2928308600003,0.3362832561303542,0.0,39.75903614457831,33.0,83.0
3978449781300392193,0.2549011281310529,5888.6560088,-2.6956938119220046,-0.42761688902502404,43.87755102040816,344.0,784.0
3981810242465907713,1.1056429632843092,2836.47282999,-1.0614371915896206,0.0,11.428571428571429,12.0,105.0
3983074113875692800,2.718941629745096,2424.8295199599997,-0.025371347490833834,0.0,32.55813953488372,14.0,43.0
3986814617275053313,0.871628342633023,16337.46188064,-0.5054549544212331,-0.00014890821565723272,78.22172200337648,2780.0,3554.0
3987739404272887297,0.5570133876861023,12464.6063154,-0.6877017654503428,-0.3105022736974282,22.826446280991735,1381.0,6050.0
3988071780777702657,0.35867714192781286,3424.4699222,-1.6660991278191104,-3.402645385699037,37.316561844863735,890.0,2385.0
3988187872032603905,0.3539710477245886,2599.7616706199997,-0.9426223497089412,-0.9307964211004371,32.665139366170294,1711.0,5238.0
3988205565930333696,0.3528639622080676,3283.93800993,-0.3737791176365579,-0.42951500624224204,38.00539083557952,141.0,371.0
3991414786174551297,0.6553007118398677,1787.9877156900002,0.045659603843834946,-inf,29.903536977491964,93.0,311.0
3993014919980212480,0.46332619163843913,3078.6630103899997,-1.0041590780377732,-0.22468447552413576,47.62589928057554,331.0,695.0
3993222640082269952,0.23725695585505072,1884.46844302,-1.4417629646710202,-0.4199211738993379,46.45286686103013,1434.0,3087.0
3994879592543698688,0.8283465412325379,3658.7650624,-1.0269812066512882,-0.15688277533451628,55.283307810107196,361.0,653.0
3995532094997544704,-0.1868369025403617,-12346.682218599999,-1.415251257893419,-8.237696232767487,21.401421252685505,1295.0,6051.0
3996598927198996481,1.0693254939861139,3509.04461888,-0.7579878842899291,-0.31080196506866514,36.8282600526118,980.0,2661.0
3998572645139652353,0.46803137819487584,9603.58535988,-1.7881588609720287,-0.08120905576797817,35.714285714285715,95.0,266.0
3998659472131949824,0.30740181541181216,1449.32593976,-4.145268819989058,0.0,48.97959183673469,72.0,147.0
3999240873283311617,0.543673453021995,42574.473678790004,-1.0269526378818747,-0.05281634002779028,52.32198142414861,2366.0,4522.0
3999845462424248576,0.8729677560150556,5843.152606810001,-0.552675931258985,-0.27052287154718124,43.490054249547924,1443.0,3318.0
4000222729738650369,0.7204062767497224,1803.62013328,-0.17687127753100018,-0.6107246617347706,56.05427974947808,537.0,958.0
4000877324693233921,-0.00887334041105951,-836.1005588599955,-1.6270727624122652,-inf,44.8595041322314,2714.0,6050.0
4002413037164645377,2.492177630013401,3686.9697606,-0.5557177847170036,-0.04657218257681305,18.57638888888889,107.0,576.0
4004410127575640832,0.606130659451627,2905.76386668,-0.42934500132200104,-44.06172678340364,34.51676528599605,175.0,507.0
4004713168329653760,3.210949034255438,1667.19861,-0.8519628493407864,0.0,7.4074074074074066,2.0,27.0
4006366295148391425,2.0306055391083726,3018.5418056999997,-0.567002879217827,-0.7095418766339384,17.180616740088105,117.0,681.0
4008537296438699777,0.6893278078271059,2330.84564531,-0.4708773434709179,-inf,46.54205607476635,249.0,535.0
4008711265867865600,0.3082403414586579,11298.706389769999,-3.3115737189071384,-0.05269760629005901,42.13197969543147,166.0,394.0
4008804082027254529,0.07655048552319497,3332.7334588699996,-3.060983591944058,-1.78892017702696,54.051282051282044,527.0,975.0
4011626972687000576,0.2781392443147202,5483.14982082,-1.514673190644114,-0.5939680090318431,38.408190224570674,2326.0,6056.0
4012994295026226176,1.5614641744135835,2500.33664614,-0.060659172176129,-0.7777886641819736,40.03189792663477,251.0,627.0
4013955990069013504,0.70328619573829,1690.02704985,-0.4765981580421998,-4.912135152563195,65.92178770949721,236.0,358.0
4013978721149559808,3.1434690285838127,3778.8782239800003,-0.5829239604283362,0.0,20.74829931972789,61.0,294.0
4014818740371615232,0.2319246814847921,2013.6475100900002,-2.210625012025855,-0.7396794414190835,20.982986767485823,111.0,529.0
4016164457907769600,0.1254299528609518,3742.6873197200002,-5.0617268695111495,-7.479905437352246,43.53932584269663,310.0,712.0
4017110277719148289,0.4712308465925302,2899.93302141,-1.8999141488241218,0.0,56.74603174603175,143.0,252.0
4017263283405469185,0.1145843979867238,7141.36641939,-1.3880176559959514,-12.557645607719635,33.6198347107438,2034.0,6050.0
4017323550554338817,1.9572861271360744,3134.7351025000003,-0.31046239682372384,0.0,50.091743119266056,273.0,545.0
4019895412775450368,1.0534519107683362,2640.30025492,-0.876757872490434,0.0,42.38178633975482,242.0,571.0
4020204877254599680,0.311560819422595,71998.85595307,-0.8025073090418586,-8.028348113683956,32.94214876033058,1993.0,6050.0
4021243448368889856,0.0856193689788358,1498.1937578999998,-5.057307654169313,-1.2609706416207433,37.85123966942149,2290.0,6050.0
4021669203289716224,0.4044195741684947,26427.33159178,-1.241499662563326,-0.16156844065773077,31.391200951248514,528.0,1682.0
4022565861939831809,0.23307950047083875,14197.577075890002,-2.971792210284634,-0.10895996791550254,52.76595744680851,372.0,705.0
4022641794255717633,1.847685980160385,2176.83382376,-0.03580916785648926,-0.5594832487580702,43.52280237937872,2634.0,6052.0
4023616625178799873,0.7998545064176268,2087.7711930100004,-0.9603018644640703,-0.002349504612019257,40.991535671100365,339.0,827.0
4023697433751327232,3.186034199387988,2408.2239999800004,-0.7010120245751372,0.0,9.523809523809524,4.0,42.0
4023697881318718465,3.307649091012277,3151.95061998,-0.7392671544378031,0.0,8.571428571428571,6.0,70.0
4026179081117855488,0.40718015560637894,6796.18836,-2.1147243215857356,-2.0619916930702145,23.3502538071066,46.0,197.0
4027747397961573889,0.1833911548643372,2638.2194499600005,-2.0737830807339286,-5.298515860740695,45.0,207.0,460.0
4028427053699127040,0.8855609966771218,2633.02381341,-1.2844550116426428,-0.0929899343218011,29.75206611570248,36.0,121.0
4028701921959171840,0.40648048877447035,17601.40139824,-2.3266094974909697,-0.04517672012232755,54.29403202328966,373.0,687.0
4029299190618134272,0.6732096274305341,3354.1458763700007,-1.826403131937554,-0.48111512190174904,31.30434782608696,72.0,230.0
4029422834086627072,1.2978312128944094,2799.9025498399997,-0.22197631674810872,0.0,37.254901960784316,38.0,102.0
4029506971304830209,3.0493127697004287,2413.6540000200002,-1.093793346229375,-0.0015850168875165807,5.769230769230769,3.0,52.0
4029507714735307777,3.422200917287123,1537.89995998,-1.3148456770190744,0.0,3.7735849056603774,2.0,53.0
4029749871687083265,3.1705408328920717,3662.13654822,0.11297125371312913,0.0,42.873831775700936,367.0,856.0
4030392204221219329,3.064754308455062,1347.75800996,-0.5233344774870128,0.0,9.411764705882353,8.0,85.0
4030395639953224449,0.4736511572014385,4413.76154738,-1.8731149764137631,-0.04788338751295235,17.479674796747968,86.0,492.0
4030555430101054209,0.6688799028035486,3358.38032001,-1.919743786934937,0.0,26.446280991735538,32.0,121.0
4030565764341697025,0.8709829228719865,2789.8782899599996,-1.0181353222404796,-0.03214792167222979,48.57142857142857,51.0,105.0
4030626027667524352,0.15744272680751165,3796.34803991,-2.0922918154897387,-0.15339556871450624,49.78540772532189,116.0,233.0
4030635536196756737,0.27624763409257014,2581.61417484,-5.666280464058996,-0.13958217443319573,52.47295208655333,679.0,1294.0
4030708912786799105,3.201021189641979,1612.84376999,-1.4863874816378886,0.0,3.3333333333333335,2.0,60.0
4031173908980084736,0.5833533025575024,5360.425729910001,-2.255475947347532,-0.017522692580342825,37.77777777777778,85.0,225.0
4031181049693676544,0.7712237279978442,4545.2423384,-1.714943727014445,-0.029178880486929504,24.17218543046358,73.0,302.0
4031408429897920512,3.052549061581026,1351.26659997,-0.9301827722863463,0.0,4.878048780487805,4.0,82.0
4031414524297538817,1.3301405105399107,2726.7956177399997,-1.0090649058855434,-0.3145626129714143,36.885245901639344,90.0,244.0
4031451549482615297,1.04245508307752,3124.54121527,-1.2540021873692886,-0.3599710775148309,38.59649122807017,44.0,114.0
4031493134338259457,0.11586957297271358,9082.698287860003,-4.208614307218202,-0.9598974471669375,36.156696664902064,683.0,1889.0
4031673021422897664,0.4891923998604832,1984.7171999900002,-1.4888383638915013,-0.1521797933484549,31.4410480349345,72.0,229.0
4032403303704824321,0.2639519891800358,2060.57051952,-0.39194498310555753,-0.8763798610289854,55.15695067264574,123.0,223.0
4033614723417828608,0.2771545638872204,4602.2398164900005,-0.8915041465724092,-inf,22.28682170542636,115.0,516.0
4033639786957934336,0.707492554507126,2848.14185731,-3.244920619995651,0.0,16.778523489932887,25.0,149.0
4034359562055356161,0.2047159848297743,5284.65441593,-0.7708033199202935,-0.3013641566329005,48.93617021276596,391.0,799.0
4034786679304751616,3.0863578746042677,2521.07586938,0.14703367168320025,0.0,38.31775700934579,123.0,321.0
4035034554469394176,2.0996077582862447,2517.3207997300005,-0.39575955609830904,-0.505904547146536,16.70886075949367,66.0,395.0
4035430878731345664,1.9099021490834953,2493.75041995,0.0454209953927825,0.0,48.31460674157304,43.0,89.0
4036548677626662656,0.5616856610336963,3296.87667987,-1.769946317264842,0.0,46.25850340136054,68.0,147.0
4037073643537925121,2.593182325446432,1540.4004996200001,-0.21150840552753247,0.0,18.609865470852018,83.0,446.0
4037121179310444801,0.12970305351111835,7237.92173826,-3.7587530223994876,-0.1565518916107886,48.40125391849529,772.0,1595.0
4037179073830813185,0.7267750755093776,2331.43490998,-2.3204008963979614,0.0,42.465753424657535,31.0,73.0
4037282461943784704,0.25724123674566407,4760.365619499999,-2.3714854366675935,-0.4911583286369448,26.984126984126984,136.0,504.0
4037511388357114368,0.39621077812691025,3552.34051692,-0.33096409390479065,-2.289936338438409,43.33683105981112,413.0,953.0
4037717032428033792,2.7371265036986876,1897.3229995000002,0.02080960926669127,0.0,32.17665615141956,102.0,317.0
4037785885739608577,2.735746861138148,1934.5792352600001,-0.24402578135741046,0.0,23.228346456692915,59.0,254.0
4038768306117031680,1.6535171946095013,1741.9142598800001,-2.5608902649885406,0.0,22.0,22.0,100.0
4039129759104249600,3.162479424560003,1264.28919972,0.264485040511765,0.0,44.3609022556391,59.0,133.0
4039279455324236544,1.0221011564380975,1038.8074192600002,-0.2682946943852391,0.0,55.35168195718655,181.0,327.0
4040382575336130560,0.0,0.0,0.0,,0.0,0.0,76.0
4040843843196854529,0.9855234808570021,2151.70406,-1.5829711637473152,0.0,32.20338983050847,19.0,59.0
4041804592937345281,-0.13428684976844413,-776.34299969,-2.880714399644871,-46.067383748018756,23.097826086956523,85.0,368.0
4041860229502600193,1.3390372802971153,2327.33599982,-0.6715382831532508,0.0,39.175257731958766,38.0,97.0
